text,y_true,y_proba,y_pred_threshold
"this is bed product low quality material use,i bought it during travel works perfect,this is my second cable and it is good and alternative to apple ones but need to check the durability down the lane,extremely happy with quality and sturdy,good one! no more changing of cables every year or soo.,as i need for apple carplay support this is perfect with no lag. anyone who has usb type a port in car needs this one to run apple carplay seemlessly.,extremely durable and efficient for car,charging is very slow it takes more than 3 hours for full charge, also the battery capacity is getting decreased from 93% to 90% & that's bad 😑 used it for a week but it was performing the same",0,0.7095205934185694,1
"if you are using a seperate mouse go without cup holder it'll give you some space otherwise it's fine for even 15 inch laptop. it's strong and sturdy but it should be 350 to 400 not 599.,everything is perfect - the sturdiness, the color, the finishing, the height, the weight. the only con is that it can be a little shaky if you use it on the bed.,the table is lightweight and less durable but it serves it's purpose.it's a good product for its price don't expect too much.,product is good but  price (569 rs) is little more higher than over all quality of product and also there is no logo of amezon basics,it's good,i think the mobile/tablet holder is useless,material is of good quality and product is worth for money. it would be nice to have a lock mechanism so that stands doesn't tend to close once placed in surfaces like bed.,the table is very strong. will not break easily.but its legs are not stable at all. if you keep laptop on it and is not supported, then the whole table will fall sideways. it happened twice to me.",0,0.7532049107479868,1
"product is very handy but the water capacity is too low!disappointed with the product's pricing considering its wattage and usage time. you can't iron more than 2 clothes before water refill.since the mouth area is not that much, you'll need to move it so many times slowly on the whole cloth.steam amount is fine but design is such that you can't press it hardly on to the cloth during ironing.so overall do keep in mind before buying that it's only for emergency & travel purpose for de-wrinkling already ironed clothes.,good product. does what it says. though the water tank could have been bigger.,better to buy normal iron box,takes a lot of time and is not very easy to use. you will need to use the conventional iron even after using this steamer for most of the clothes. works only for the synthetic fabrics. it's better to stick to the conventional iron.,hiii the water tank is too small and can only use for one shirt or t shirt,so plz concentrate on this also,absolutely good. easy to handle and flexible movement. it took me less than 5 mins to iron kurti.advice to users - please follow the instructions carefully, have some patience and it works great.negative - water chamber is very small and it takes 1 full tank to iron 1 shirt/1 kurti.,the product is good, unfortunately it came withou a manual. i had to figure our where the water tank was and use it . otherwise the product works well.,very low water storage is what put me off. otherwise its just ok. does the job. but at times need to refill water even for single garment",0,0.40064609274604424,1
"it works great for my laptop,this is a good accessory to connect sata drives to computer via  usb interface,the advantage is that there is no need to stop computer, attach drive to sata then restart, format etc.this is faster to install without turning off the computer,.the con is that the data transfer speed is less. also this cannot be used to boot from, so its just an accessory to transfer data to and from computer in easy way, but one cannot boot into this like one can using usb drive.,it is very handy, speed is awesome. working flawlessly but the build quality is very delicate, they should improve the build quality. but the main job can be done without any problem and i'm getting upto 100 mbps speed.,,the product is good for the use,not cheap but its ok price. also usb 3 so its fast. and the quality of the material is not that bad its plastic but good plastic.,amazon sent a replacement as the first delivered cable stopped functioning in one hour.the product works. it seems usb 3.0 compliant.but, it is very flimsy for a product that could be used multiple times and will need to be connected and detached from a 2.5-inch hdd or ssd...the plastic housing for the sata port can be squished, and it even bends and moves a little.the cable is a foot long, but is thin and needs to be thicker.i have another usb 3.0 to sata port adapter but it is pretty sturdy.if you are going to keep the sata part connected always, then this product could be ok, but not recommended for professionals who rely on such a cable to connect multiple drives in a day.,its working fine with old seagate hard disk,okay product. online price could be maximum 299, strictly in my opinion...",0,0.8601751725440205,1
"as of now its working fine, but don't expect more like this is not dust remove effective way but i liked it. let see the durability,very easy to install and effective in my hatchback.can be swapped between cars as well,it does not suck the air dust or small particles which are part of dust. fail to understand how will it purify the airproduct is physically working good. but not meeting the cause of purifying the air.,use to get headache after long drives early ,after using this product no smell in the car and feels fresh air , it removes odour smell as well,,product quality is good & value for money product.. highly recommend,i have been using this for more than a month now. it is quite silent, simple and dose its work eficiently. my son always hated ac since he felt nauseating in the car especially when the windows are up and ac is on. since i started using this air purifier he is very comfortable. i too feel the difference inside the car. thanks reffair for bringing such a nice product and this attractive prize.,its ok ok product but don't expect much",0,0.5476245144265323,1
"qualitywise the plastic body used is fragile (like you get a feel that it might break). although they have provided a paper for instructions with images on how to set it up - it's very difficult for a new person to understand and then install it. a video link might help or you need to search on youtube. print quality wise also - it's not the best, but not worst also - it's 4.8/5. i feel it's a bit overpriced as well.i connected to my windows 10 laptop, it asked me to download hp software from microsoft windows store and a few next-next-next things, setup was quick. you just sign-in with your email address registered to hp.it's a 5/5 product but will give 4 because i feel it's a bit overpriced and paper might also get jammed sometimes.,caution: hp ink catridges are infamous for ink level reuction from 100% to 20% just after printing 5 color picture in glossy paperbefore buying this printer consider the above. the ridiculous reduction in ink level occurs due toink drying in catridgeor due to using already used counterfeit catridgesmajor cause is ink drying, that will happen even if you buy from official hp storealmost 50% of all hp ink catridges reviews tell thatso it means 50% chance that you will recieve a catrige that will print 10 pages rather than 60 pagesit is better if you see those reviews from amazon yourselves, ink color 805, 805xl, tri color and blackafter printing 5 glossy paper color photo ink level of pre-installed catridges reduced from 100% to 20 %photo print max resolution 1200 x 1200 dpiuses tri color hp 805 and black inkcolor catrige are cheaper than canon but can print 1\5th that of other company catridgesdirect scan and print without pc....yes 600x300 dpiwireless...... nosupport mobile printing...nousb 2.0pages suppoted.....a4; b5; a6; dl envelope media types.....plain paper, photo paper, brochure paperduplex print....manualhp thermal inkjet printingcatridge and costhp 805 tri-color original ink cartridge (~100 pages yield, in reality only 10 pages min to 50 pages max)hp 805xl tri-color high-yield original ink cartridge (~200 pages yield, in reality 10 pages min to 60 pages max)comes with color and black catridges pre installed at 80%-100% ink levelspaper feeder and roller can be cleaned manuallypaper feeder max 60 page at a timepaper output 25 page max print speed black (iso)up to 7.5 ppmprint speed color (iso)up to 5.5 ppmauto off....yeswt ....only 3 kg borderless printingno,i bought this in 2020 for printing kids worksheets and assignments. it worked great only for few prints.after that, we changed the cartridge, that also worked for only one month. should have gone a high end printer instead of this.,very useful,very poor quality after 1 month used printer print only 7-10 print on 1 refile. also color print not working or not recognized.,does the job, but it's damn slow. have to wait for ages,super printer but ink will get empty fast and depend on your usage if you are a heavy user i don't recommand this printer if you are light user i recommend this printer... print quality is super,i'm using with mobile for printing only, and also easy to use xerox. but some times at printing getting error & stopped printing trouble. and getting print was slow. best budget product.",0,0.675902930974913,1
"you can buy a good product.,purchased this spare jar after 6 yrs of use.,good product,it's nice,not cheaper same cost of shop.good result when using this jar,best but not the same as the original one which we get in the box when we buy a mixxer,like,quality is good,same as original",1,0.23348631964280572,0
"go for it .... nice product,i loved the product. it is easy and simple to use . the quality is also fair according to the price …and it best fit for guys who stays in hostel or pg .. they can make maggi 🤤 , boil water🤫 , warm the milk 😆 and it will be ur buddy for serving you hot meals !!don’t think you can go for it … 👍🏻enjoy the hottness 🤔,it's good,easy to handle,i using this kattle since one year still it's working now it's very useful and temperature controller is also good...,,1. heating happens on one side of the vessel only. heating is not distributed around the center of vessel. hence milk stains happens only on one side of the vessel. refer image.2. during cleaning water may go inside the temperature control knob. so washing should be carefully done.the above points should be considered for better design of the kettle.,there is no flame adjustment",0,0.7058680090485224,1
"exterior paint got easily scratched,nice product,verry usefull product,not bad,the sandwiches come out very crisp. works well, except that the coating is fragile and some of it came out when i used a metal utensil on it while it was still hot. except for that issues, the product is 5/5.,product could be more sturdy.,good product, but the quality is not so good, easily  breakable,,good",0,0.6130470097476742,1
"not a eassy to bare this product , in this product realsing heavvy  noise pollution in 4 th spped,not bad in this price,the fan works well at high speed. however, at low speed it makes a grinding noise.,3 mangaya tha ,1 mai bhut awaj  ara tha purane type ,baki 2 sahi h ,exchange mai acha bhjna bhai,good product,nice fan ...but something prob in fan. how can  use warrnty card ? ans me ..,does the job efficiently that's all.,",0,0.7884395455257737,1
"stop working after few days,ok,it doesn't fit easily. little water pressure the filter falls off. fitting is draw back for the product. water purification method implied is good. installation must be made easy.,having hair problem due to water so bought this for my bathroom. good quality product but after using it for couple of days filtered water pressure has reduced.,pros:-easy to install (pipe comes with 3 different dimensions)cons:- hoped it to purify the tap water (as mentioned in their description). unfortunately doesn't serve the purpose - i measured my usual water with tds ppc meter - the result was 427 (usual for bangalore). after i installed this filter - it showed the result of 424. disappointing. you need it less than 100 to be sure to drink it.,easy to install & value for money,i used it for a school project and it worked super well!,old product received. inside seems as rusted",0,0.5583264803894605,1
"the printer is compact and gets the job done. no concerns regarding the time taken or the print quality. the only markdown for this product is the setup. the user manual is brief and doesn't explain how to setup the printer wirelessly or by usb. we spent a good hour having to look through the online manual and you tube videos to understand how this was configured and through trial and error, we managed to get it all ready.,easy to install,good print and enough for home usage but installation is quite tedious.,budget product. installation was a headache. did not know if it was done or not. but wireless printing is working somehow. gets the job done.,the printer is good for personal use. it's working fine till now. it's easy to use. print quality is also good. scanning is easy and it's image is fine. canon product quality is good to say.,shipment received in time on 25 th sept. due to lack of time i could test the product recently. it is working fine. wi fi set up could not perform successfully, i shall try again shortly. other function are working satisfactory. only worried is that the cost of its ink cartridges.,printing photo's ar totally not clear,pros:1) the best / only wifi all in one printer in the range of 5k with ink saver (so called).2) low usage required & low maintenance: thought of buying ink tank but learnt from friends that it's suitable for heavy printing and when they didn't use it for a while repairs needed. hence decided to go for inkjet with low cost maintenance. this doesn't require daily print like ink tanks.3)  product is solid built and no issues observed so far. many long term reviews also confirmed flawless working for years so decided this model.4) print quality: black is very good but colour is average. does the job for kids school project purpose.5) easy setup : it's very easy to setup if you are techy. setting up wifi took little bit of time (an hour). i hate reading manuals and it was first time with a printer at home.6) wi-fi printing via mobile is a breeze with canon selphy app. easy photo editor by canon is also quite useful /handy.cons:1) black is good but colour is pretty average. like i said good enough for home /students purpose.2) not happy with cartidges supplied by canon. they seem to fill only half or less for demo purpose. it gave around 100 pages for black and 15-20 pages of color with lowest quality settings (where in they claim 250 black and 100 color). both cartidges were almost empty and mobile app started showing the same.2) ink cartidges cost & yield: the cost cartridges seems to be increasing (when i was purchasing this it was around 500 for black but now it's around 600) and i had no faith on the yield based on what i have got with stock cartidges. it's not worth buying cartidges so go for refill.3) we only find cl 57s which is small. where is cl 57 (large size) ? couldn't find anywhere online.",0,0.6641655738528282,1
"it’s a good product in this price, i would hardly get any worst thing about the product as far i am using this it’s totally fine. battery life is good, case is good, looks is good, and the sound is great. this range this product is good. if you are thinking about other companies than that’s also fine. first compare than buy,you will enjoy the music for sure. it's loud with decent bass. but if you are picking this up for calls, it's ok when you are in silent sapce. it's definitely not a good option if you have to use them for calls during a ride or in a noisy public places.,not good for callig,good for music,you get what you pay for..does the job.. the button is very sensetive, so even when you when to press them to go back right into your ears , something or the other gets happens... may be it's too early for me to get use to it... over all alright product for the price. bluetooth connectivity good.,too small need to be careful if ur moving around..well only time will answer if it's worth the price,does not fit in ear..always falls..rest is ok,",0,0.36448733393277694,1
"only issue i've had is battery life.rest it is a great product.,very nice watchnice touch,ok.,nice,good product,battery back up need to be improved... remaining all features are good...,ai is not working properly,watch is good ..but i had battery issue and alarm issues",0,0.5571262224637851,1
"not as good as the original remote, but does the job. really happy with this product,very light,good one, working as expected.,good product,nice product.....👌 value for money,the quality of the buttons is average, but it does the job. works fine with vu smart tv.,perfect fit for vu tv,ok",0,0.6895305158747074,1
"https://m.media-amazon.com/images/w/webp_402378-t2/images/i/61eim64sn-l._sy88.jpg,https://m.media-amazon.com/images/w/webp_402378-t2/images/i/611owr2z7kl._sy88.jpg,cord length very smallplease add longer cord,product is good temperatures control is also good i used around 1 month  you can go for it but keep in mind that cord length is short,,product is good, but power cable is less than 30 cm in length. so, difficult to use it.,,tea/coffee",0,0.5980273256609366,1
"the 2 in 1 charger is very much useful as there are still people who uses micro usb as well as c,nice cable 👌🏼  2 in 1 , budget product and durable,good,i am not satisfied 🙈,quality of product is good. fast charging supported. cannot use with wall chargers as the length is short. good to use with powerbank and laptops.,justifying price,wire size too small,not woking prodact amazon isuss cebals bad prodactsi i am nit use this prodatcs not retun track pleess pikup prodacts",0,0.6671257093713393,1
"the product is really good but after written the words in pad it shows very lighter we can't able to see well.,its good for my nephew .. but price is slightly high for this product..,one got damaged immediately,very good product if screen little bit more brighter, over all nice product !,,this product is very good, its quality is also very good and it proved to be very useful for children, purchased a very good product,brightness is good, writing is smooth.easy to use.has lock button at behind to restrict unwanted erase.butwhile writing dots apper near by drawn text and lines automatically without touching there, so may b not suitable for precise calculation and maths like stuff, example u writing 42 and it may appear 4.2 as dot automatically appear between or near by them at certain places.dots problem more near border and corner.same product same package can be seen in much lower price if you google properly.my use was just for rough work soi didn't request for replace or return as seller send from so far via delivery and i feel it may be uneconomical for seller to receive and return via delivery service. so thinking of seller and understanding their convenience i choose to keep and use it.human only can help and support human :),really good quality product.very light weight.pen is super cool .brightness is very high.must buy product",0,0.844470007345413,1
"not value for money.. not satisfied,good,required replacement but replaced one is good,good pairing and connectivity,got a used remote. as you can see in the pic, the back button is discolored. since it is working and we are in an urgent need of a remote, not returning. sharing so that other people stay aware of this.edit - requested a replacement and the replaced one looks good.,almost look like original. just the brand markings are missing.works fine with my tv. good compatibility.all features works fine and as expected.bcuz of all this, it's a vfm product to me.,working fine can buy,it is working but expensive. remote control should be waterproof . please make it waterproof. i'll pay even 1500.",0,0.4900475652040635,1
"i am using this product from last 12 days, and its working great.keyboard:- keys are really soft touch and almost soundless. it automatically goes in power saving mode with in 1m20sec when not in use.mouse:- works smooth works almost on every surface .fast-typers  can also use this product. - yes.just that the material/plastic of the keyboard is expected within this price.,this model companion 102 keyboard buttons are not as comparable /comfortable as other standard basic model availablehowever we need to  practice to get used to it .overall it is ok for rough use , where we can avoid using laptop keyboard ..keyboard requires aaa battery and mouse require aa battery.. it could have maintained same.. need to check battery life of keyboard.mouse doesn't come with on off button to save battery life.,good,for the space i'm using, it's good. one of the key came out then i've to replace. now working well. but not dependable bcos if u r not careful...... when the next one comes out can't say then it's useless.,keyboard is excelent, but mouse quality is below average...but at that price a perfect choice.,good,ok,very good product",0,0.46043801859965944,1
"recieved damaged product the first time, the seller is very good and quickly replaced it for a new one. go for bassheads 242 if you are spending this much. they are charging more for the metal enclosure and the braided cable. the angled jack is a plus but the sound quality is so-so. infinity zip 100 and their own bassheads 242 are way better for sound.,i would like to start by saying i'm not an audiophile, therefore my review will be less about the audio quality of the product and more about the over all experience regarding the product. first off, this is my second time buying the product and you guessed it, it's good enough that i will buy it a third time if need be!upon unboxing we are greeted by the presence of 3 pair of extra ear buds . there is also a pair of ear fins in the packet containing the extra ear buds, these ear fins are used to keep the ear buds snugly in your ears during strenuous periods of use where there is a chance of lots of movement. more on this later.coming to the ear phones itself, it's among the very few ear phones that genuinely feels premium in hand. it is very durable, specially the plug part that connects to your phone, many a time my ear phones stop working because the plug part malfunctions and causes problems in the functioning of the ear phones. this is not the case with these.the wire itself is made of rubber/silicon. it feels good in hand and the only thing i can think of that could be improved here is to braid the wire but so far the wire hasn't showed any form of wear and tear common with most other ear phone wires. another thing to emphasize is that the entire cable is flat through out, this genuinely decreases the number of instances where i find myself trying to untangle the wire. this is truly one of the best features of this pair of earphones.remember i said something about the ear phones being made completely of metal? well it continues to the mic and the left and right splitter. both these pieces feel very premium because of the signature cold feeling of metal against skin. i don't know about you but attention to small details like this always brings smiles to my face. it is to be noted that the mic piece is a universal single button type and hence cannot control volume, personally this problem didn't affect me much but the might be potential buyers who might find this to be a deal breaker.mic quality is subject to individual bias therefore i can tell you my personal experience. in my opinion i feel that the quality is average, it won't blow anyone's mind but it will deliver most of the time. a common complaint i heard from most of my callers that they find it difficult to hear me when there is a significant amount of back ground noise or wind rustling in to the mic, these are common issues even with ear phones price significantly higher than the boat bassheads 152finally the most important part of the review, the sound quality of the ear phones. as i said earlier i won't be going into the technical details . i am a bass lover and that is what led me to buy this pair in the first place. in my opinion i found that the bass is indeed good but not over powering for the average consumer like how the extra bass versions of the sony line up of earphones trend to be. the volume gets sufficiently high and more often than not i use it at less than half it's total volume when listening to music. the clarity of the boat bassheads 152 are above par and easily betters even ear phones in the 2000 inr price category this is one other reason why i love this pair so much. a point to remember, as the entire covering of the ear phones is made of metal it is significantly heavier than other ear phones. this becomes a double edged sword, on the one hand the metal makes the ear phones feel very premium but it also makes it significantly heavier than other earphones made of plastic. this causes it to easily fall out of your ears if the supplied fins are not used. the find unlike the ones find in let's say the newer bose ear phones aren't as comfortable and can hurt your ears if used over a prolonged time.last but not the least, there are multiple color variants of the boat bassheads 152 including red, black and blue. i found myself opting for the black variant both the times this may be a personal opinion but i find it to be the best of the three. that said i do see most corporate consumers opting for the black as it is a neutral color. this leaves out the red, for reasons unknown the red variant is sold at a lower rate on most sites perhaps due to shortage in sales, therefore if you are short on cash and just want a great pair of ear phones then grab these while they last.pros:1) no metal build2) excellent wire quality and trendy3) durable4) above average sound qualitycons:1) metal build in the earphones trend to make them heavy and thus falls out of your ear easily2) supplied fins are uncomfortable to wear over a prolonged time3) supplied clip piece is removable and tends to get lost easilyi hope everyone who read this found it useful and can make an educated decision to buy or not to buy the bassheads 220. all suggestions are welcome.thanking you, dwarakesh,best quality  i like boat earphone saund quality,only disadvantage  i noticed was this can't be use in usb phones,  3.5 mm jack is provided so it can be  usedin jack phones only .,nice,good,i used this headphone for travel. very lite and easy to carry in pocket. colourful. sound quality is good. the wire is thin so i feel cautious  while taking it from bag or pocket.,gd one! only thing is covers/sleeves comes out easily if not gd fit. however, additional covers/sleeves are provided.",1,0.1766681130556268,0
"so i got it today , i have been using one for years n it stopped working so i thought i’ll buy this for now. normally i just put water n oil n walla it works but in this one u have a 2wicks given to u which u have to leave in water. then put one back inside the humidifier. till d wick stays wet it works n then doesn’t so u have to remove the one inside n dip it in water again to work. now that’s a lot of work for this.,,closed small bed room its works.,small in size,i bought this product cause i thought it will help with my allergic problem,the product is smaller than it looked in picture, u have to use it like using yr mobile while charging..the power switch stopped working within 5 days, so i returned d product.if u really want humidifier for medical purpose then go for genuine ( higher price/ quality) product.,absolutely useful product, every home must have it. it keeps your home fresh with it's nice aroma.,it is a very good product for a nice smell in your room,good,",0,0.6062214587188456,1
"audio quality is good for this price range. the noise cancellation also works pretty well. best thing is that it fits well in my ears. the functionality of microphone is also good because it reduces the unwanted environmental noise for eg when you are talking to someone in a crowded place.,one tap (left/right) --- pause/playdouble tap (left/right) --- previous/nextthree tap (left/right) --- volume -/+four tap left --- music/ gamefour tap right --- base/ rock/ hifiright hold --- change anc / no anc / transparentleft hold --- bixby/ siri /google assistanthold for longer time --- turn offthese are the touch controls for omega .anc is not that much good. but okay. gives good backup.for a price range of 2000 it is good. enc is okay.no app or anything to equalize , have to do it with built in mobile equalizer.,noice cancellation is not good. it's lower quality system. otherwise sound quality is good. bass is ok. looking very nice, good fittings. touch sensor almost good work.,it's a good set overall. sometimes it doesn't auto-connect and i need to open bluetooth settings in my phone/laptops to manually connect - which is little annoying for me.,other then latency.. it is not good for gaming.. environment sound is not good.. you cannot tell the direction of foot steps until it's too close.. don't buy it for gaming... other than gaming it's a good earphone in this price range..,good product. decent sound. bass should have been better. treble is slightly on the higher note. anc works well and subdue ambient noise.,i liked it,good",0,0.297662264855381,1
"for the product like room heater package should be enough so that it does not get damage ...... and they have not used proper amazon packaging....price is quite high according to size and capacity of the product....after using 3-4 days i have found some defects and some scratch marks....attached in the pics,the heater is very compact, light weight and effective. it looks so cute in a room and doesn’t disturb your aesthetics at all. loved it. ordered another one for my grandmother.,product is useful,good product,i have purchased 2 of them & recommend to my friends who have bought it. but now i'm looking for the same which is not available here.,control knobs should have marked scales on the body. otherwise performance of the heater is good without noise. value for money and sufficient for 110 sqft room.,i received the faulty product.,very good room heater,main features of the heater is it's fan.hot air circulation in average size room is very good.",0,0.4839983309018131,1
"nice product,short wired atleast give 2 meter wire,sound quality  is good,was looking for a laptop speaker for remote work for few months, something sounds louder than my laptop. i bought this with very very low expectations. but!!, sound quality is not that bad. okay for casual music and podcasts listening. sound is fine and clear in 60%volume range. vocals are clear. bass is neither present or absent. enough for desktop listening while working. max volume is useless. still great buy for the price. no complaints.,good product,bass is not high,love it,",0,0.3223643943415793,1
"very good product,bad bad product. please don't buy.,my requirements fulfilled & very nice products,,hot air flow range not so much,,good quality,it's doing the great job.",0,0.3526279301753121,1
"value for money,this fits perfectly with the filter i have. it is worth the purchase.,not so good,very usefull product for reasonable price.. ❤.,the filter quality is good, i order this once in every 4 months. i change filter my self.,i ordered and returned. not suitable for pureit advance ro + mf,good,value for money",0,0.5727462608614351,1
"plastic but cool body ,u have to find sturdy surface to put it vertically , on plastic stool it vibrate in vertical position ,u need bigger plug point for it ,very fast and effective heating ,it through cold air too ,price is bit high but it's bajaj so good.very good buy.,using after only 2 months, the front part of this bajaj rx10, room heater melt starting.,useful in winter, box gets heated which may cause damage but so far so good.,the body flaps look very delicate and did not align well when received. i had to fix them,this heater is good for a room with 10x10 ft dimension. the best part is 2 years warranty from bajaj. personally recommend you to purchase this product to stay stress free.,received defective product from amazon seller m/s royal electronics india.i am surprised ,how amazon is allowing this type of sellers on their platform.,nice product,nice product",0,0.6186752765698047,1
"product is very nice. but it has bigger socket plug which is not easly available in all the corners.it is not very suffocating.,https://m.media-amazon.com/images/w/webp_402378-t2/images/i/81hkpzp6oul._sy88.jpg,you can go for it , however you should be knowing that it consumes a lot of electricity,  you can buy it of you live in punjab as upto 300 units are free ..hehe,i had it earlier and bought it again. it helps to keep the place really warm,very good product in winter for kids and much more,all ecectric devices are prone to damages and faults, but it should be possible to be repaired. unfortunately this product doesn't have that option and my purchase went for a complete waste.,first things firstit's not bad heater and it provides plenty of warmth.however, the unit i received had one major, or rather fatal, issue. current was passing through its entire body, be it the front grill or the area near the handle in the back. you can't hold it without getting an electric shock when it's running. if you have to turn the knob or simply move it from one position to another, you would need to unplug it from the power source first. otherwise it can be fatal. if you use it in the night, you have to keep it out of your reach otherwise if you wake up at night to drinking water or anything else, you might accidentally touch it and die. homes with children needs to be extra protective.now i am not sure whether this fault is only in my unit or a general problem with these type of heaters. i have requested a replacement, let's see how the replacement unit works. i'll update the review accordingly.,in my heater one rod is not working then i call the bajaj customer care number it is given in pamphlet then a person came from bajaj and my issue solved",0,0.38976737534290334,1
